Huber, Patrick, 1961-07-08, M, LEICHTATHLETIK
Daecher, Johanna, 1933-07-09, F, RUDERN
Lang, Uta, 1959-07-04, F, SCHWIMMEN
Zimmermann, Karin, 1992-12-20, F, RADSPORT
Dietrich, Katharina, 1943-10-07, F, FECHTEN
Braun, Joerg, 1918-09-15, M, REITEN
Beike, Ulrike, 1949-01-26, F, RADSPORT
Gersten, Jana, 1981-12-31, F, TANZEN
Kaufmann, Christina, 1927-08-28, F, SCHWIMMEN
Herz, Lea, 1999-06-13, F, RUDERN
Winkel, Heike, 1920-10-02, F, LEICHTATHLETIK
Hertz, Tom, 1983-06-29, M, LEICHTATHLETIK
Fisher, Julia, 1996-07-15, F, HANDBALL
Gerste, Niklas, 1985-12-20, M, SCHWIMMEN
Bieber, Tobias, 1919-07-14, M, SCHWIMMEN
Eichel, Birgit, 1927-07-10, F, RADSPORT
Baier, Rene, 1936-04-30, M, RUDERN
Zimmerman, Swen, 1921-08-07, M, FUSSBALL
Urner, Stefan, 1974-12-20, M, LEICHTATHLETIK
Mayer, Monika, 1978-05-31, F, SCHWIMMEN
Herzog, Heike, 1972-09-09, F, HANDBALL
Dresdner, Melanie, 1940-05-11, F, HANDBALL
Abend, Anne, 1943-04-08, F, FUSSBALL
Holtzmann, Doreen, 1956-10-21, F, TURNEN
Schuster, Patrick, 1990-03-05, M, LEICHTATHLETIK
Rothstein, Claudia, 1929-11-28, F, FECHTEN
Wagner, Robert, 1965-08-16, M, FECHTEN
Meier, Annett, 1954-07-07, F, HANDBALL
Fleischer, Marcel, 1998-11-18, M, HANDBALL
Boehm, Sophia, 1957-11-07, F, RUDERN
Freitag, Marie, 1979-12-07, F, RADSPORT
Schuhmacher, David, 1946-10-31, M, REITEN
Zweig, Christina, 1951-07-15, F, SCHWIMMEN
Schweitzer, Kevin, 1918-07-31, M, SCHWIMMEN
Maurer, Jens, 1956-01-12, M, TANZEN
Richter, Anna, 1986-01-26, F, TURNEN
Kuester, Tim, 1979-01-06, M, HANDBALL
Kuefer, Yvonne, 1945-07-14, F, TANZEN
Kluge, Petra, 1947-12-19, F, TURNEN
Waechter, Sophia, 1989-01-01, F, TURNEN
Holzman, Kristian, 1936-07-11, M, TURNEN
Frueh, Tom, 1972-04-29, M, LEICHTATHLETIK
Durr, Susanne, 1964-01-20, F, FECHTEN
Bumgarner, Joerg, 1947-02-03, M, SCHWIMMEN
Fried, Christine, 1934-03-23, F, FUSSBALL
Friedmann, Robert, 1936-10-25, M, FUSSBALL
Aachen, Maria, 1996-08-17, F, TURNEN
Schulze, Max, 1969-10-15, M, SCHWIMMEN
Junker, Uta, 1987-02-24, F, FECHTEN
Eisenberg, Jessika, 1955-03-08, F, HANDBALL
Meister, Markus, 1946-04-20, M, TANZEN
Lang, Doreen, 1928-07-15, F, RUDERN
Scholz, Juergen, 1935-05-18, M, FUSSBALL
Meyer, Stephan, 1923-03-19, M, RUDERN
Himmel, Jens, 1957-12-04, M, SCHWIMMEN
Traugott, Janina, 1969-12-02, F, TANZEN
Berg, Barbara, 1929-12-12, F, TANZEN
Maurer, Alexander, 1971-04-01, M, SCHWIMMEN
Wechsler, Jan, 1936-11-07, M, LEICHTATHLETIK
Mayer, Martin, 1968-11-16, M, LEICHTATHLETIK
Durr, Torsten, 1947-04-07, M, RADSPORT
Nacht, Robert, 1922-05-23, M, FUSSBALL
Koenig, Dominik, 1974-07-09, M, LEICHTATHLETIK
Papst, Michelle, 1963-05-20, F, RUDERN
Kuhn, Antje, 1934-10-29, F, FUSSBALL
Krueger, Marko, 1942-11-27, M, TURNEN
Fenstermacher, Christian, 1963-05-13, M, SCHWIMMEN
Propst, Sandra, 1995-06-08, F, RUDERN
Beich, Martin, 1948-08-28, M, TURNEN
Naumann, Tobias, 1953-11-29, M, FECHTEN
Eisenberg, Heike, 1924-04-25, F, RADSPORT
Koehler, Janina, 1985-03-29, F, LEICHTATHLETIK
Holtzmann, Kristin, 1935-01-15, F, TANZEN
Grunwald, Jessica, 1973-10-20, F, SCHWIMMEN
Urner, Daniela, 1953-05-18, F, TANZEN
Schwartz, Monika, 1998-11-26, F, FECHTEN
Fisher, Robert, 1999-05-08, M, TURNEN
Zimmermann, Uta, 1952-05-23, F, FUSSBALL
Feierabend, Patrick, 1983-09-14, M, FUSSBALL
Wolf, Jan, 1994-10-23, M, SCHWIMMEN
Fisher, Klaus, 1923-08-07, M, RUDERN
Hahn, Claudia, 1931-11-13, F, LEICHTATHLETIK
Boehm, Max, 1982-06-11, M, RUDERN
Eichel, Christina, 1943-04-01, F, TURNEN
Weiss, Frank, 1948-06-28, M, REITEN
Adler, Karin, 1918-11-29, F, TANZEN
Maier, Swen, 1954-07-14, M, LEICHTATHLETIK
Zimmerman, Kathrin, 1970-10-20, F, SCHWIMMEN
Beyer, Franziska, 1974-10-16, F, FUSSBALL
Neustadt, Anja, 1962-05-06, F, RUDERN
Fischer, Maximilian, 1924-07-17, M, HANDBALL
Eiffel, Leah, 1961-09-09, F, RADSPORT
Herman, Christian, 1998-03-17, M, FUSSBALL
Schulze, Stephan, 1943-05-24, M, FECHTEN
Braun, Mike, 1927-01-21, M, RADSPORT
Schwab, Lea, 1970-05-06, F, FECHTEN
Vogt, Mario, 1972-10-20, M, TURNEN
Egger, Alexander, 1972-09-19, M, REITEN
Bayer, Eric, 1929-05-18, M, SCHWIMMEN
Baer, Eric, 1961-10-03, M, FECHTEN
Herz, Christian, 1918-04-01, M, HANDBALL
Schmitz, Markus, 1983-05-03, M, FECHTEN
Gaertner, Philipp, 1980-09-19, M, SCHWIMMEN
Reinhard, Susanne, 1931-05-03, F, TURNEN
Fleischer, Ute, 1999-03-04, F, RADSPORT
Reiniger, Benjamin, 1962-09-30, M, FECHTEN
Schwab, Birgit, 1980-11-26, F, REITEN
Zimmerman, Ulrich, 1946-02-28, M, SCHWIMMEN
Faerber, Anna, 1973-04-23, F, TURNEN
Moench, Matthias, 1970-01-09, M, LEICHTATHLETIK
Luft, Anja, 1930-12-13, F, LEICHTATHLETIK
Scholz, Tim, 1949-12-01, M, FECHTEN
Neudorf, Ralf, 1960-10-13, M, FUSSBALL
Burger, Frank, 1967-09-21, M, RADSPORT
Wagner, Sophia, 1982-11-03, F, TURNEN
Gottschalk, Johanna, 1944-07-14, F, FECHTEN
Peters, Wolfgang, 1956-05-02, M, SCHWIMMEN
Scherer, Martin, 1981-04-03, M, LEICHTATHLETIK
Lehrer, Sara, 1934-07-26, F, RUDERN
Maur, Markus, 1967-05-04, M, LEICHTATHLETIK
Freitag, Andreas, 1950-04-23, M, LEICHTATHLETIK
Achen, Max, 1951-09-28, M, SCHWIMMEN
Schiffer, Kevin, 1993-02-20, M, FECHTEN
Amsel, Ralf, 1917-10-09, M, HANDBALL
Brauer, Sebastian, 1983-11-12, M, FECHTEN
Ritter, Christin, 1984-10-06, F, RUDERN
Richter, Sven, 1988-09-15, M, SCHWIMMEN
Schaefer, Janina, 1929-09-24, F, HANDBALL
Hoch, Andrea, 1920-01-06, F, FECHTEN
Scherer, Nicole, 1930-06-06, F, REITEN
Eberhart, Ulrike, 1958-03-31, F, HANDBALL
Hoch, Lisa, 1953-07-19, F, TANZEN
Reiniger, Leon, 1991-02-06, M, HANDBALL
Herz, Karin, 1927-11-01, F, FUSSBALL
Oster, Ursula, 1961-11-15, F, RADSPORT
Hueber, Yvonne, 1952-10-26, F, FUSSBALL
Wechsler, Michael, 1949-01-07, M, FECHTEN
Ritter, Tobias, 1972-09-01, M, FECHTEN
Dresner, Doreen, 1957-02-26, F, TURNEN
Metzger, Markus, 1950-09-16, M, FECHTEN
Mueller, Frank, 1944-02-08, M, LEICHTATHLETIK
Fuerst, Ralf, 1927-02-18, M, FUSSBALL
Drescher, Felix, 1986-10-11, M, FECHTEN
Pabst, Sophia, 1929-08-30, F, TANZEN
Eisenberg, Dirk, 1920-06-26, M, FECHTEN
Trommler, Barbara, 1952-09-03, F, HANDBALL
Walter, Ulrich, 1989-06-13, M, TURNEN
Koenig, Juergen, 1972-12-25, M, RADSPORT
Lang, Nadine, 1946-02-23, F, RADSPORT
Kohl, Vanessa, 1999-04-28, F, FUSSBALL
Adler, Karin, 1993-12-02, F, FECHTEN
Koehler, Lena, 1952-01-17, F, TANZEN
Kortig, Dominik, 1946-11-15, M, FECHTEN
Probst, Leon, 1953-07-18, M, TURNEN
Mahler, Kristian, 1984-02-20, M, RUDERN
Loewe, Lucas, 1978-12-31, M, RADSPORT
Fuerst, Katharina, 1962-08-12, F, RUDERN
Fiedler, Klaudia, 1945-04-11, F, RADSPORT
Dreher, Marko, 1993-03-16, M, TURNEN
Daecher, Claudia, 1948-02-07, F, RADSPORT
Hofmann, Martina, 1940-04-10, F, RUDERN
Cole, Stefan, 1921-05-27, M, FUSSBALL
Koenig, Sven, 1945-08-10, M, SCHWIMMEN
Wechsler, Ulrich, 1980-01-28, M, FUSSBALL
Finkel, Jonas, 1932-03-03, M, RADSPORT
Schneider, Max, 1998-05-03, M, SCHWIMMEN
Meier, Klaus, 1923-03-31, M, SCHWIMMEN
Schwab, David, 1945-10-31, M, RUDERN
Keller, Christine, 1942-09-07, F, REITEN
Pfaff, Leon, 1988-01-06, M, REITEN
Daecher, Johanna, 1944-05-30, F, SCHWIMMEN
Schultheiss, Robert, 1956-03-05, M, RUDERN
Becker, Daniel, 1957-10-22, M, RADSPORT
Baer, Christina, 1937-01-01, F, FUSSBALL
Bachmeier, Jan, 1942-08-31, M, LEICHTATHLETIK
Lehrer, Andrea, 1961-02-11, F, HANDBALL
Beyer, Karolin, 1932-11-07, F, RUDERN
Weiss, Annett, 1919-03-31, F, FECHTEN
Baumgartner, Nadine, 1994-07-30, F, FUSSBALL
Kuhn, Anna, 1973-12-08, F, TANZEN
Koehler, Claudia, 1949-06-01, F, TURNEN
Hueber, Katrin, 1975-01-31, F, FECHTEN
Maurer, Lisa, 1939-12-03, F, FUSSBALL
Sankt, Uta, 1924-08-19, F, TANZEN
Daecher, Martin, 1988-09-28, M, FUSSBALL
Baier, Angelika, 1982-02-02, F, TURNEN
Diederich, Robert, 1958-05-07, M, FECHTEN
Reiniger, Eric, 1918-07-11, M, SCHWIMMEN
Eisenhower, Julia, 1922-08-20, F, HANDBALL
Wannemaker, Luca, 1934-09-01, M, FECHTEN
Kirsch, Marina, 1926-03-04, F, RUDERN
Maurer, Claudia, 1959-05-01, F, FECHTEN
Lehmann, Heike, 1997-03-19, F, HANDBALL
Feierabend, Jennifer, 1941-07-20, F, FUSSBALL
Zweig, Yvonne, 1941-08-12, F, RADSPORT
Furst, Jessika, 1942-01-19, F, TURNEN
Pfeffer, Birgit, 1953-04-03, F, RUDERN
Furst, Wolfgang, 1935-06-20, M, TANZEN
Bach, Maximilian, 1990-08-17, M, HANDBALL
Schmitz, Stefanie, 1927-10-30, F, TANZEN
Trommler, Brigitte, 1942-08-19, F, FUSSBALL
Fink, Ulrike, 1991-01-25, F, RUDERN
Freeh, Alexander, 1934-03-28, M, SCHWIMMEN
Becker, Kathrin, 1982-06-01, F, TANZEN
Moench, Mathias, 1946-12-11, M, RADSPORT
Schaefer, Anne, 1968-06-22, F, RADSPORT
Bohm, Antje, 1941-08-14, F, SCHWIMMEN
Schwab, Jana, 1980-12-19, F, RUDERN
Reinhard, Anna, 1937-05-27, F, REITEN
Waechter, Tanja, 1984-08-11, F, HANDBALL
Freud, Melanie, 1974-06-06, F, RUDERN
Kappel, Mario, 1962-08-21, M, HANDBALL
Nussbaum, Anna, 1982-12-29, F, SCHWIMMEN
Schaefer, Lea, 1946-11-13, F, HANDBALL
Huber, Sophie, 1934-01-20, F, RADSPORT
Freitag, Laura, 1978-03-19, F, TURNEN
Ritter, Robert, 1998-08-01, M, TURNEN
Eichmann, Florian, 1985-07-04, M, RUDERN
Huber, Mike, 1928-07-27, M, TANZEN
Lemann, Robert, 1971-03-01, M, FUSSBALL
Oster, Andreas, 1930-02-05, M, HANDBALL
Beich, Tom, 1965-05-19, M, RUDERN
Wexler, Bernd, 1930-05-02, M, TURNEN
Sanger, Martin, 1999-02-08, M, TURNEN
Lemann, Jana, 1922-12-15, F, TANZEN
Fischer, Dennis, 1954-09-11, M, FECHTEN
Wolf, Stefan, 1939-12-31, M, SCHWIMMEN
Lang, Dieter, 1927-10-05, M, TURNEN
Blau, Karin, 1961-08-01, F, TURNEN
Wannemaker, Annett, 1924-02-20, F, TURNEN
Mayer, Daniel, 1966-10-21, M, TURNEN
Schaefer, Ulrike, 1924-09-30, F, FECHTEN
Schwartz, Paul, 1996-12-23, M, HANDBALL
Kaiser, Christin, 1960-05-17, F, SCHWIMMEN
Grunwald, Mario, 1933-09-22, M, RADSPORT
Mauer, Tim, 1939-02-21, M, SCHWIMMEN
Scherer, Monika, 1980-02-08, F, TURNEN
Boehm, Joerg, 1968-12-05, M, FUSSBALL
Muench, Janina, 1937-10-14, F, RUDERN
Kaestner, Barbara, 1995-01-24, F, REITEN
Schwab, Karin, 1951-10-05, F, RUDERN
Freytag, Juliane, 1987-08-31, F, SCHWIMMEN
Krueger, Max, 1959-05-15, M, SCHWIMMEN
Abendroth, Klaudia, 1965-10-02, F, SCHWIMMEN
Zweig, Antje, 1943-11-11, F, TANZEN
Adler, Daniel, 1985-11-28, M, RUDERN
Luft, Leah, 1925-05-24, F, FUSSBALL
Schuster, Marcel, 1981-05-03, M, TANZEN
Mueller, Marko, 1932-02-20, M, SCHWIMMEN
Scholz, Kathrin, 1953-09-16, F, TURNEN
Schroder, Klaudia, 1923-11-11, F, RUDERN
Vogler, Uwe, 1933-09-29, M, REITEN
Braun, Jessika, 1984-11-21, F, RADSPORT
Schaefer, Uwe, 1922-07-08, M, TURNEN
Nussbaum, Christina, 1938-12-18, F, FUSSBALL
Moeller, Sabine, 1944-03-03, F, TURNEN
Frankfurter, Phillipp, 1991-05-24, M, LEICHTATHLETIK
Schiffer, Christin, 1991-09-28, F, TANZEN
Sanger, Stefanie, 1997-11-20, F, FUSSBALL
Gersten, Jonas, 1920-11-15, M, TURNEN
Faber, Thomas, 1939-04-29, M, RADSPORT
Koenig, Alexander, 1938-03-17, M, FUSSBALL
Nagel, Julia, 1994-10-03, F, SCHWIMMEN
Foerster, Mathias, 1917-11-23, M, REITEN
Pabst, Jessika, 1980-11-25, F, TANZEN
Abt, Janina, 1964-12-16, F, SCHWIMMEN
Dresner, Jan, 1947-10-15, M, TANZEN
Kortig, Klaudia, 1923-09-22, F, RUDERN
Klug, Annett, 1947-11-02, F, FUSSBALL
Rothstein, Stefanie, 1982-10-20, F, RUDERN
Frankfurter, Dirk, 1961-12-17, M, SCHWIMMEN
Holtzmann, Lucas, 1992-11-25, M, REITEN
Fink, Tanja, 1946-06-02, F, LEICHTATHLETIK
Kluge, Luca, 1997-08-24, M, REITEN
Unger, Felix, 1981-10-25, M, HANDBALL
Lang, Markus, 1923-06-21, M, SCHWIMMEN
Schmitt, Maik, 1929-12-21, M, FECHTEN
Baier, Dieter, 1927-08-27, M, RADSPORT
Schulz, Jennifer, 1985-06-29, F, FECHTEN
Fisher, Ute, 1975-04-04, F, TANZEN
Engel, Silke, 1926-07-11, F, RADSPORT
Nacht, Janina, 1966-06-29, F, HANDBALL
Gloeckner, Ralph, 1937-11-03, M, FUSSBALL
Bachmeier, Phillipp, 1994-09-04, M, FECHTEN
Urner, Markus, 1961-06-04, M, RUDERN
Faerber, Barbara, 1919-07-27, F, RADSPORT
Koch, Florian, 1994-02-24, M, FECHTEN
Herzog, Petra, 1917-07-08, F, TANZEN
Vogel, Manuela, 1951-12-26, F, LEICHTATHLETIK
Egger, Karolin, 1990-12-18, F, HANDBALL
Sanger, Birgit, 1973-04-08, F, RADSPORT
Wulf, Felix, 1944-11-08, M, REITEN
Theissen, Ute, 1938-07-30, F, TURNEN
Burger, Matthias, 1985-12-29, M, RADSPORT
Holzman, Philipp, 1949-04-29, M, SCHWIMMEN
Muller, David, 1992-06-09, M, FUSSBALL
Schmitz, Benjamin, 1941-01-24, M, SCHWIMMEN
Lemann, Doreen, 1950-08-10, F, LEICHTATHLETIK
Kaiser, Marie, 1954-09-16, F, FUSSBALL
Gruenewald, Laura, 1967-08-30, F, LEICHTATHLETIK
Kappel, Stefan, 1975-02-25, M, LEICHTATHLETIK
Bachmeier, Sebastian, 1941-06-22, M, FUSSBALL
Kuhn, Marcel, 1920-10-16, M, SCHWIMMEN
Dresner, Patrick, 1998-10-09, M, SCHWIMMEN
Krueger, Frank, 1927-08-09, M, TANZEN
Kappel, Gabriele, 1924-12-12, F, RADSPORT
Busch, Felix, 1935-11-16, M, FECHTEN
Vogler, Diana, 1919-12-25, F, RUDERN
Schmid, Andreas, 1997-05-22, M, TANZEN
Koertig, Joerg, 1917-11-14, M, TANZEN
Brauer, Phillipp, 1979-07-20, M, HANDBALL
Osterhagen, Sara, 1974-10-21, F, SCHWIMMEN
Eisenberg, Jessica, 1969-01-13, F, REITEN
Kohler, Lisa, 1980-10-03, F, SCHWIMMEN
Zimmermann, Eric, 1939-08-20, M, REITEN
Fisher, Klaus, 1991-02-16, M, REITEN
Drescher, Ulrich, 1947-03-25, M, REITEN
Krueger, Marco, 1927-12-22, M, REITEN
Kunze, Silke, 1952-11-16, F, SCHWIMMEN
Bachmeier, Nadine, 1974-03-08, F, RADSPORT
Baumgaertner, Maximilian, 1972-05-22, M, LEICHTATHLETIK
Neustadt, Silke, 1974-04-14, F, LEICHTATHLETIK
Naumann, Manuela, 1994-03-25, F, RADSPORT
Drechsler, Nicole, 1956-03-13, F, RADSPORT
Theissen, Matthias, 1925-12-21, M, LEICHTATHLETIK
Freeh, Andrea, 1925-06-29, F, TURNEN
Unger, Felix, 1993-11-09, M, RADSPORT
Bayer, Nadine, 1929-05-30, F, LEICHTATHLETIK
Weissmuller, Anna, 1995-04-10, F, RUDERN
Huber, Peter, 1941-05-13, M, LEICHTATHLETIK
Sanger, Kerstin, 1945-07-31, F, RUDERN
Mueller, Katja, 1920-02-20, F, TANZEN
Becker, Steffen, 1964-09-01, M, REITEN
Mahler, Katharina, 1963-05-10, F, SCHWIMMEN
Schwarz, Lea, 1989-05-17, F, FUSSBALL
Fuchs, Karolin, 1926-03-22, F, RADSPORT
Wirtz, Johanna, 1980-02-05, F, SCHWIMMEN
Durr, Sebastian, 1969-10-16, M, FUSSBALL
Daecher, Susanne, 1937-01-20, F, SCHWIMMEN
Brauer, Kevin, 1941-09-12, M, REITEN
Durr, David, 1946-06-16, M, TANZEN
Papst, Birgit, 1947-11-05, F, RUDERN
Reinhard, Stephanie, 1943-01-24, F, FUSSBALL
Lange, Markus, 1926-04-05, M, LEICHTATHLETIK
Hoffmann, Tanja, 1967-10-30, F, FECHTEN
Papst, Rene, 1998-09-28, M, RADSPORT
Pfaff, Laura, 1973-03-01, F, SCHWIMMEN
Fuerst, Monika, 1954-12-02, F, LEICHTATHLETIK
Zimmermann, Katrin, 1932-01-23, F, REITEN
Vogt, Robert, 1999-05-05, M, TANZEN
Frueh, Silke, 1971-10-11, F, REITEN
Fruehauf, Kristian, 1953-06-12, M, REITEN
Wulf, Martin, 1996-03-13, M, RUDERN
Kastner, Klaudia, 1923-03-31, F, TURNEN
Freud, Silke, 1953-01-20, F, FECHTEN
Austerlitz, Martina, 1996-07-28, F, FUSSBALL
Egger, Swen, 1966-01-15, M, RADSPORT
Koenig, Daniel, 1950-06-25, M, RADSPORT
Duerr, Stephan, 1946-04-26, M, TANZEN
Freytag, Ines, 1939-10-18, F, SCHWIMMEN
Beike, Martina, 1975-12-02, F, HANDBALL
Fleischer, Luca, 1996-08-09, M, SCHWIMMEN
Traugott, Robert, 1949-03-26, M, RADSPORT
Cole, Ursula, 1977-12-28, F, LEICHTATHLETIK
Eichmann, Ines, 1972-08-01, F, SCHWIMMEN
Eiffel, Swen, 1994-03-10, M, FUSSBALL
Adler, Juergen, 1932-06-09, M, FUSSBALL
Wirth, Tobias, 1943-12-01, M, SCHWIMMEN
Probst, Alexander, 1982-08-23, M, TURNEN
Shuster, Lucas, 1938-10-29, M, FUSSBALL
Abt, Wolfgang, 1929-05-15, M, RADSPORT
Gottschalk, Angelika, 1984-12-09, F, REITEN
Weiss, Petra, 1979-11-17, F, SCHWIMMEN
Koenig, Laura, 1993-02-28, F, TANZEN
Schultz, Lisa, 1923-04-17, F, RUDERN
Sanger, Stephanie, 1994-12-04, F, FECHTEN
Frankfurter, Anja, 1997-06-29, F, FUSSBALL
Fleischer, Stephan, 1937-07-27, M, FUSSBALL
Shuster, Doreen, 1969-12-04, F, FECHTEN
Herz, Tobias, 1959-03-23, M, TANZEN
Biermann, Franziska, 1922-02-25, F, LEICHTATHLETIK
Wirtz, Mandy, 1961-08-14, F, SCHWIMMEN
Schultheiss, Stephan, 1968-08-19, M, RUDERN
Fisher, Florian, 1924-11-27, M, SCHWIMMEN
Hartmann, Maximilian, 1948-09-11, M, HANDBALL
Pfeiffer, Marko, 1947-12-05, M, RUDERN
Gottlieb, Doreen, 1957-08-21, F, TANZEN
Ritter, Paul, 1993-10-07, M, TURNEN
Wolf, Joerg, 1986-03-11, M, RUDERN
Schwartz, Simone, 1968-06-13, F, FECHTEN
Shuster, Sara, 1940-09-03, F, RUDERN
Theiss, Bernd, 1996-12-09, M, TANZEN
Zimmer, Ursula, 1998-11-03, F, REITEN
Moeller, Robert, 1971-07-12, M, LEICHTATHLETIK
Wirtz, Jana, 1998-06-06, F, FECHTEN
Weiss, Robert, 1948-02-20, M, FECHTEN
Kohler, Lisa, 1948-05-18, F, SCHWIMMEN
Kastner, Johanna, 1945-07-19, F, LEICHTATHLETIK
Wulf, Mike, 1954-08-30, M, FUSSBALL
Baer, Stephan, 1931-09-28, M, LEICHTATHLETIK
Ritter, Antje, 1974-07-06, F, HANDBALL
Lowe, Diana, 1944-01-19, F, HANDBALL
Fruehauf, Eric, 1993-05-07, M, LEICHTATHLETIK
Herz, Dieter, 1942-11-10, M, RADSPORT
Richter, Markus, 1922-08-21, M, LEICHTATHLETIK
Eichmann, Juergen, 1971-06-30, M, LEICHTATHLETIK
Kuster, Sven, 1988-04-20, M, FUSSBALL
Walter, Niklas, 1951-03-21, M, HANDBALL
Biermann, Andrea, 1972-02-23, F, LEICHTATHLETIK
Foerster, Swen, 1933-10-22, M, RUDERN
Reinhard, Rene, 1987-06-28, M, RUDERN
Schuhmacher, Eric, 1995-05-27, M, FECHTEN
Holtzmann, Ulrike, 1943-07-10, F, LEICHTATHLETIK
Amsel, Marco, 1944-07-28, M, HANDBALL
Scherer, Luca, 1972-01-16, M, RUDERN
Engel, Jan, 1967-08-20, M, TURNEN
Schuhmacher, Eric, 1944-09-06, M, TURNEN
Bauer, Rene, 1946-02-08, M, TURNEN
Lehmann, Klaus, 1985-12-07, M, LEICHTATHLETIK
Osterhagen, David, 1986-09-04, M, SCHWIMMEN
Burger, Petra, 1964-05-25, F, FUSSBALL
Vogler, Mike, 1993-01-18, M, FUSSBALL
Bosch, Marko, 1946-11-18, M, TURNEN
Pfeffer, Sarah, 1929-09-09, F, LEICHTATHLETIK
Baumgaertner, Ulrike, 1919-02-21, F, HANDBALL
Hertz, Stefan, 1946-03-31, M, REITEN
Austerlitz, Tobias, 1941-09-08, M, REITEN
Kappel, Vanessa, 1991-03-11, F, FECHTEN
Schiffer, Marco, 1923-03-19, M, LEICHTATHLETIK
Engel, Benjamin, 1929-04-04, M, LEICHTATHLETIK
Sommer, Heike, 1996-06-13, F, RUDERN
Kappel, Peter, 1920-01-06, M, TURNEN
Wulf, Swen, 1926-10-19, M, RADSPORT
Braun, Erik, 1932-10-24, M, REITEN
Schultheiss, Anja, 1917-09-28, F, TANZEN
Barth, Christin, 1967-06-29, F, RADSPORT
Fenstermacher, Michael, 1952-01-21, M, TANZEN
Dreher, Monika, 1966-05-11, F, REITEN
Brandt, Anne, 1950-11-09, F, TURNEN
Bayer, Maria, 1928-04-27, F, REITEN
Gaertner, Maximilian, 1935-01-15, M, FECHTEN
Nacht, Markus, 1993-02-25, M, TURNEN
Schwartz, Doreen, 1997-02-18, F, TANZEN
Pabst, Barbara, 1995-12-05, F, RADSPORT
Maier, Uwe, 1993-09-25, M, FECHTEN
Pfaff, Ralf, 1971-11-23, M, RUDERN
Herman, Annett, 1920-08-18, F, REITEN
Fischer, Ines, 1992-09-13, F, TANZEN
Walter, Stephanie, 1925-02-28, F, HANDBALL
Freud, Jonas, 1954-04-25, M, RADSPORT
Kuster, Kathrin, 1935-03-15, F, FECHTEN
Schultheiss, Maik, 1999-05-03, M, LEICHTATHLETIK
Lemann, Juergen, 1926-10-31, M, RADSPORT
Gottlieb, Lea, 1980-04-02, F, TURNEN
Faust, Marina, 1947-10-23, F, RADSPORT
Faust, Monika, 1930-04-11, F, REITEN
Meyer, Luca, 1998-04-07, M, HANDBALL
Adler, Angelika, 1940-01-29, F, FECHTEN
Seiler, Luca, 1977-05-01, M, RADSPORT
Fiedler, Martin, 1931-11-07, M, REITEN
Kirsch, Nicole, 1963-11-08, F, FECHTEN
Schiffer, Angelika, 1967-12-07, F, HANDBALL
Meier, Max, 1943-05-26, M, HANDBALL
Theissen, Johanna, 1930-08-12, F, FECHTEN
Goldschmidt, Yvonne, 1937-05-03, F, FECHTEN
Fisher, Gabriele, 1990-03-12, F, RADSPORT
Roth, Lea, 1966-09-29, F, FUSSBALL
Meyer, Swen, 1922-12-10, M, HANDBALL
Herman, Ursula, 1926-09-16, F, RADSPORT
Nussbaum, Maik, 1957-12-27, M, SCHWIMMEN
Engel, Florian, 1918-12-05, M, FECHTEN
Schmidt, Phillipp, 1963-02-05, M, REITEN
Kaufmann, Stefan, 1958-11-11, M, FECHTEN
Neustadt, Janina, 1924-07-24, F, FUSSBALL
Eisenhauer, Vanessa, 1922-12-30, F, REITEN
Roth, Erik, 1994-07-11, M, RADSPORT
Boehm, Anna, 1971-01-23, F, HANDBALL
Unger, Eric, 1940-08-22, M, FECHTEN
Burger, Jens, 1929-08-15, M, TURNEN
Moench, Brigitte, 1993-10-10, F, FECHTEN
Drechsler, Nadine, 1944-10-25, F, RADSPORT
Kastner, Simone, 1938-10-05, F, RADSPORT
Gersten, Sophia, 1932-02-14, F, LEICHTATHLETIK
Hoch, Max, 1975-10-22, M, HANDBALL
Zimmermann, Niklas, 1950-02-20, M, TURNEN
Drescher, Sophia, 1965-09-11, F, REITEN
Naumann, Dominik, 1922-08-09, M, FECHTEN
Bach, Marko, 1921-08-17, M, FECHTEN
Moeller, Sebastian, 1980-02-08, M, RUDERN
Foerster, Simone, 1959-12-06, F, TURNEN
Eggers, Jessika, 1974-04-30, F, RADSPORT
Koenig, Christian, 1975-09-12, M, RADSPORT
Fuhrmann, Melanie, 1937-01-16, F, FUSSBALL
Frey, Sarah, 1918-07-27, F, LEICHTATHLETIK
Sommer, Phillipp, 1981-10-28, M, FUSSBALL
Drescher, Joerg, 1971-02-19, M, TURNEN
Kuster, Janina, 1991-06-13, F, HANDBALL
Konig, Michael, 1971-01-25, M, FECHTEN
Eiffel, Anja, 1924-11-25, F, TANZEN
Berg, Heike, 1991-07-04, F, RUDERN
Werner, Steffen, 1941-09-24, M, RUDERN
Kuefer, Maik, 1949-07-21, M, SCHWIMMEN
Klein, Christian, 1929-09-07, M, RADSPORT
Bauer, Tom, 1986-09-14, M, TANZEN
Vogel, Nicole, 1972-06-11, F, TANZEN
Fiedler, Lena, 1953-06-20, F, RADSPORT
Eberhart, Bernd, 1993-02-20, M, TURNEN
Kuefer, Claudia, 1922-05-17, F, RUDERN
Fassbinder, Swen, 1984-04-26, M, TURNEN
Fleischer, Sabrina, 1959-10-11, F, RUDERN
Bayer, Maximilian, 1979-06-06, M, LEICHTATHLETIK
Wagner, Anna, 1983-06-21, F, LEICHTATHLETIK
